text,label_words,label,predicted_labels
지금 임현주 아나보고 부들거리는건 화장발 사진발 뒤에 숨은 꼴페미들인듯....지들보다 모든게 뛰어나니...,Appearance,[3],['0']
남자 잘 잡아서 팔자 고치려다가 안 되니까 재 뿌리는 거겠지.,CENSURE,[1],['1']
무슬림 문제다 문제...이건 도저히 개돼지 보다도 못하니...,"Racism, Religion","[5, 6]",['5']
이탈리아에 탈북자 조선족새끼들 조-온나 많다한인민박이라고 구라치는 새끼들 열에 아홉은 좆..선족새끼들,Racism,[5],['5']
역겨워서 소추준다 이기야 ㅎㅍ 똥꼬충은 묶어다가 러시아행 비행기에 실어버려야 한다,Gender,[8],['1']
시발 ㅋㅋ 아래보고 위에보니까 누가 부당하게 당하고있는거 구해주고있는거같네 살짝 꼴렸다,profanity,[2],['0']
이런다고 목을짤라?개같은종교지 무함알라신은 자기좀모욕했다고 목을짜르라고는안했을것이다 정상적이지않은정신병적인믿음을가진자들의 모순된생각에서 테러리스트가되고 개가되는거지,Religion,[6],['1']
게이야 이거 그냥 버스다면 무료로뿌리던마스크급인데?ㅋㅋㄱ좆됐ㄴ,profanity,[2],"['1', '5']"
지겨운 홍어새끼들.,Origin,[7],['0']
한번만 더 그러면 진짜 죽여버릴거야.,VIOLENCE,[10],['1']
시발 좆같아서 윤석열이 안빨면 조선족 되는거냐?틀딱들은 못말려~참고로 시진핑도 틀딱처럼 개새끼다,Racism,[5],['9']
성괴같은데 저게 예쁘냐?,CENSURE,[1],['1']
일제시대 전국민 아무도 모르는 늙은이들이 모여 노인정 간판에 임시정부라고 써놓고 너는 총리 나는 장관 이러면서 소꼽놀이하던 시민단체가 임시정부다 전국민 아무도 모르는 노인정 시민단체 ㅋㅋㅋ 왜 87년 이전까지 헌법에 임시정부 타령을 하지 않았을거 같냐? 일제시대 살아본 사람들은 임시정부의 실체를 알고 있었기 때문이지 그 사람들 다 죽고 코메디 반일 소설을 진짜로 믿은 80년대 개돼지들이 임시정부가 뭔지도 모르고 민족주의에 빠져서 헌법 전문에 임시정부를 넣은거다 ㅋㅋ 내방에 고려제국 임시정부가 있는데 내가 고려제국 황제다 ㅋㅋ,Age,[9],['9']
생긴건 라티노인데 무슨 아시아?,Racism,[5],['0']
저게 좆같은게요청대로 싱겁게해서 갖다주면 지입에 싱겁다고 컴플레인걸고 환불해달라고 지랄한다내가 몇번 당해봄fm메뉴얼대로 해서 갖다주면 지랄은해도 환불소리는 안함 못하지 ㅋㅋㅋ,profanity,[2],['1']
저런 애들은 입을 찢어버려야 해,VIOLENCE,[10],['1']
시발 개슬람,"Racism, Religion","[5, 6]",['0']
성형으로 얼굴 뒤집은 애랑 서지혜랑은 급이 다름,Appearance,[3],['3']
와 경기 끝나고 둘이 떡 엄청 쳤겠지?,SEXUAL,[11],['1']
중간에 가운대흑형 비율보소시발 다리길이미친,Racism,[5],['1']
차 안빼면 도끼로 찍어버린다,VIOLENCE,[10],['1']
잘생겨봤자 열등인종 개슬람일뿐이라고 미친새끼들아 예수님 저들을 용서해주세요 저들은 자신들이 무슨짓을 하는지 모릅니다,"Racism, Religion","[5, 6]",['0']
ㅋㅋㅋㅋㅋㅋ 키도 작고 얼굴도 좆빻았으면서 앵앵우노,profanity,[2],['1']
페미는 알아서 잘 제거하겠네 ㅋㅋㅋ뭐 민주당 뽑는 보지들이 원하던 세상 아니냐???무분별한 조선족 동남아 외노자 이슬람 난민 받아들이는거전부다 인권팔이 민주팔이 민주당 좌파 정권 새키들 작품이니,"Racism, Religion","[5, 6]",['5']
너 내가 다 고소하고 감방에 쳐넣을거야,VIOLENCE,[10],['1']
광주광역시교육청 + 전라남도교육청 + 전라북도교육청왜 전라도 씨발 홍어새끼들만 셋이냐?,Origin,[7],['7']
모자 본더치 병신아,profanity,[2],['1']
그와중에 개독 썅년보소 교회가면 살수있다고? ㅋㅋㅋㅋ 약점은 귀신같이 알고 노리는 개독새끼들,Religion,[6],['6']
방금 쌀국 건너간 것도 아니고 무~려~ 보스턴 지잡대 다니는 새끼가 좆국 버릇 못 버리고 들러붙기 시전했노? 왜 한남새끼들은 선진환경에 가서도 개도가 안되노?,Education,[1],"['1', '5']"
여자들이 성소수자라면 무조건 떠받들어줄줄 알고 여대 안에서 여왕벌 노릇하려 들었다가 의외로 실패하니 머리가 띵하지?,Gender,[8],['1']
살인은 안될일이지만 발망치는 안당해본 사람은 진짜모름. 지금 내가 살고있는곳도 한달동안을 좋게얘기했더니 몇번말을해도 내집에서 내맘데로 못다니냐...이러길래...ㅇㅋ 하고 화장실서 담배피고 야동소리 켜서 새벽내내 틀어놓으니...좀 잠잠해짐 ㅋ,Appearance,[3],['1']
빨갱이들은 원래 개독이 천적임 ㅋㅋㅋㅋ,Religion,[6],['6']
종로에이스 실화였노....,Gender,[8],"['1', '5']"
이름도 몰라 얼굴도 몰라 니들만의 정신승리로 한류인척쇼하고 문재인탄핵위기놓이자 뒷거래까지해가면서 해외프로꽂아넣고 한류라면서 영어로 연설하고 개쇼한쓰레기 개돼지선동언플 계속해봐 탄핵및 구속은 니들 몫,Appearance,[3],"['1', '3']"
나이가 많을 수록 어린 사람들보다 경험이 풍부하고 사례들이 많아서 사회적으로 높은 위치에 자리 잡는 경우가 많지,IMMORAL_NONE,[0],"['1', '9']"
그런것같다 같은 쌍도라도 경남보다 경북이 더 심한 이유도 지리적 폐쇄성 때문 아니노 감귤국은 훨씬 심하겠지,Origin,[7],['7']
"""ㅋㅋ 개돼지 문슬람새ㄲ들은 재앙이가 쥐박이나 닭년보다 더 ㅂㅅ같은줄 모르더라 ㅋㅋ""",Disabled,[4],['0']
게다가 지 말만 맞는다고들 한다니까,CENSURE,[1],['1']
예의도 알아듣는 사람에게나 챙겨야지,CENSURE,[1],['1']
어휴 시발 똥내가 폴폴 풍겨오네,profanity,[2],['5']
장원영이 못생겼다고 생각하는 새끼들은 뇌구조가 어떻게 된걸까..궁금하다짱깨면 야오밍도 농알못이라고 할 새끼들임.,Racism,[5],['3']
할카스 따먹었는데 누런 냉 장난 아님,SEXUAL,[11],['1']
대중교통을 이용할 때 노인에게 자리를 양보하려고 일어났다,IMMORAL_NONE,[0],['1']
너의 이해력이 거의 지적 장애 수준이라 이해 못하는거야,Disabled,[4],['1']
이번 황사의 주 요인은 몽골이라는 중국 언론의 보도는 신뢰가 가지 않는다. 원인을 다른 곳에서 찾으려 하기보다 주 요인을 파악하고 해결하려는 모습을 보이는 것이 최우선이다.,IMMORAL_NONE,[0],"['1', '9']"
정신병에 반응하는 니 꼴통부터 갈아줄게.,Disabled,[4],['1']
예수쟁이들은 답없다,Religion,[6],['1']
40대는 ㄹㅇ 쓰래기통이누,Age,[9],['1']
경상도새끼네,Origin,[7],['1']
그러는 지는 작심 3일도 안가는 저능아잖아,Disabled,[4],['1']
야 남친 차에서 여자 팬티가 나오더라? 그런 놈들은 발정 장애 아니야?,Disabled,[4],['1']
562련 좆나 개빻은 새끼를 다 만나느라 욕봤노. 천주교면 공평하게 낙태도 반대하고 똥꼬충도 혐오해야지 취사선택하는 건 또 무슨 애비뒤지는 개소리노? 똥꼬충도 꼴에 냄져라고 같은 냄져한테만 그 잘난 종교 배반해 가면서까지 선택적 공감능력 오지노.,"Religion, Appearance","[6, 3]","['1', '9']"
서초동200백만 조국사수 검찰개혁 그러는 니넨 1천명 어따. 대구. 에서. 뭐해~,Origin,[7],['1']
51 ㄹㅇ 머국 빻은 대학 왜 다녔는지 모를 쀼젤 그 돈으로 탈조를 할걸 조팔,Appearance,[3],['1']
"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""저출산은곧 경제 청년들의 현실을 보여주고있다 드라마속 영화속 겉은 화려한데 막상 대한민국 평균청년들 노량진 고시원행이다 금수저나 행복하게사는나라지 고등학교 졸업하면 학자금대출 빗 부터시작인나라인데 거기다 죄다 서울로 몰리고 땅값은 서울은 누구도 도전하기도힘들정도로 살기힘들고 흙수저 은수저조차도 대기업못가면 진짜 닥치고 공장이나 공무원준비해야한다 말그대로 현실적인 청년들 90%는 """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""내코에 풀칠하기도힘들고 나혼자 밥벌어먹고 살기도 바쁘다 """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" 앞으로 더심해질거다 실업자 100만시대 좆소기업들 하나같이 복지ooo에 주말잔업특근무조건들어간다""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Education,[1],['3']
#@인간및인간집단.인물.방송인.남성# 코에서 정력이 뿜뿜,SEXUAL,[11],['1']
대학교 입학 하셨나요?,IMMORAL_NONE,[0],['1']
못생긴사람 면전에 못생겼다하면 잘못한거아니네? 진실이니까?,Appearance,[3],['1']
뭔 좆같은 논리노,profanity,[2],['1']
너 오늘 기절할때까지 박을건데?,SEXUAL,[11],['1']
내 건치로 니 손가락 하나하나 다 끊어먹어서 장애 만들어 줄게 ㅋㅋ 딱 대라,Disabled,[4],['1']
그런데 팩트는 맞자나 ㅋㅋㅋ 아이돌이라고 나와서 진찌 못생겨먹은 애들 많음,Appearance,[3],"['1', '9']"
홍윤화는 목표가 30kg 이 아니라 50kg은 빼야 어느정도 드레스가 맞을꺼 같은데.......ㅋㅋㅋ세상 저렇게 뚱뚱한 신부 처음ㅋㅋㅋ,Appearance,[3],"['1', '9']"
너 안 같은 놈 놈이라면 다 싫다고 씨앙놈아,profanity,[2],['1']
부산새끼들 쓰레기네 시발 ㅋㅋㅋ,Origin,[7],['1']
한국판 IS가 있어야함 시발새끼들 낭떨어지에서 떨어트려야지 남에게 민폐끼치는게 뭐가 자랑이라고 저지랄떠냐지들은 저게 자랑스럽다고 여기냐?남에게 지 똥꼬보여주고 하는게?시발 그러면 왜 바바리맨은 잡혀가고 그러는거냐존나 사회인지부조화네,Gender,[8],"['1', '9']"
같이 일하시는 몸 불편하시는분 계시는데 평소에는 일 잘하시는데 오늘따라 답답하다 오늘 잠 잘 못자고 와서 그런지 안 좋은 시선으로 보게 되고 힘드네,IMMORAL_NONE,[0],"['1', '9']"
나이를 똥꾸멍으로 쳐먹은 병신새끼들임 한마디로.문빠 새끼들하고 다를게 하나도 없어 시발.존나 한심해서 이제 말도 안나온다 개시발 틀딱새끼들,Age,[9],"['1', '9']"
홍어 는 죽여도 된당께,Origin,[7],['1']
헐 늙어서 뺑이치면 너 지옥일텐데 고생 마이해라 ㅋㅋㅋ,CENSURE,[1],['1']
니 남친 고자 아냐?,SEXUAL,[11],['1']
 해 봐 한 번. 저 세상 가고싶으면.,VIOLENCE,[10],['1']
흑성님들 딱밤 한대로 재기시키기 가능할듯 워낙에 한남충들이 피지컬 개 빻아서ㅋㅋ,Racism,[5],['1']
머구 원래 인건비 존나 싼걸로 유명해서 골목식당 좆후리는 병신들 등판해서 장사할거다 사업할거다 하던 예루살렘 이었는데,Origin,[7],"['1', '9']"
짬을 똥구멍으로 먹었네,IMMORAL_NONE,[0],['1']
더러워 동성애자,Disabled,[4],['1']
귓규명을 콱 쑤셔버릴라 ㅋㅋ,VIOLENCE,[10],['1']
알긴하는데 앵간한 사람눈깔로 좆도안보임,profanity,[2],['1']
오협이누구냐대체진짜인지도없는사람이네정소영은잠수탓다나타나서이쁜척연기하고있네ㅋ황금빛은여자들은진짜다못생김 그누구딸이그나마이쁨,Appearance,[3],"['1', '9']"
보이스피싱과 마약을 제외하면 지랄하네 ㅋ 그걸 왜 제외한당가? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,profanity,[2],['1']
ㅋㅋㅋㅋㅋㅋ영혼은 짱깨인갑짘ㅋㅋㅋㅋㅋ아따 한남의 트랜스국적을 무시하다니 씌익쒸익,Racism,[5],['1']
형 섬섬옥수인데다 요리까지 잘하는 사람이었어? 여자친구 말고 남자친구는 어때?,IMMORAL_NONE,[0],['1']
이런 염병할,profanity,[2],['1']
어렵게 생각하실거 없어요 신천지인들이 명성교회 잠입했겠죠 사람들 빼가려고,Religion,[6],['1']
냅둬 나중에 개슬람새끼들이랑 저새끼들 학살하고 다니면 되지 뭐,Religion,[6],['1']
제로 콜라가 맛있어?,IMMORAL_NONE,[0],['1']
오늘 저녁은 짜파구리다,IMMORAL_NONE,[0],['1']
지방 클라쓰 ㅋㅋ,Origin,[7],['1']
개슬람새끼들 부들부들잼ㅋㅋㅋㅋㅋㅋ,Religion,[6],['1']
로리는 부럽다 나랑 결혼까진 아니고 여자친구로 지내주면 잘해줄 자신있는데...,Age,[9],['1']
특정지역별로 특색있게 좆청난거노. 이러나저러나 한쪽으로 집중된 여햠시전 ㅋㅋㅋㅋ서울:개념녀 드립하면서 후려치기 경상:도리 드립하면서 후려치기. 팩트만 봐라이기 차이없노,Origin,[7],['1']
개독교 먹사.,Religion,[6],['1']
성형으로 화장으로 속고 자식낳으면 또 통수 ㄷㄷ,Appearance,[3],['1']
난 게이끼리 쑤시고 박히는 영화는 더러워서 안볼래,SEXUAL,[11],['1']
니 입부터 찢어버려야겠구나,VIOLENCE,[10],['1']
저능아들이 뼈때리니 하면서 정신 승리하고 있는 와중에 #@인간및인간집단.인물.정치인.여성#은 국회의원 잘 하고 있는 중이다.,Disabled,[4],['1']
일부의 라도가 전체의 라도를..,Origin,[7],['1']
별것도 아닌거로 추방이래.자기가 만난 사람들이 다 성형했다잖아.이딴거로 청원하지마라.할일도 없냐,Appearance,[3],['1']
"""정신병 걸린 노친네들..""",Disabled,[4],['1']
"ㅋㅋ아깝다, 갈 때 가더라도 나한테도 좀 주고 가지",SEXUAL,[11],['1']
홍들홍들 ㅋㅋㅋㅋ,Origin,[7],['1']
하.. 고졸이신데도 진짜 열심히 사시네요.. ㅠㅠ 저런분들 보면 저도 반성합니다.. 좋은 대학까지 나와서 이러고 있으니..,IMMORAL_NONE,[0],['1']
근데 종교충들은 죽여도 된다고 생각한다. 종교에서 만큼은 제너럴 ' Justice ' 갓마드 ㅇㅈ한다이기야~ 개독새끼들이랑 개독목사들좀 죽여서 사막잡신 곁으로 보내주라이기,Religion,[6],"['1', '9']"
여자는 암만 운동해도 타고난 쭉빵녀들 못이김,SEXUAL,[11],['1']
아니 예방을 콘돔으로 한다는것 자체가 이해가 안가 확률은 즐일순있어도 막지는 못하는데 왜 콘돔 얘기를 자꾸하는건지 사람목숨이 하나인데 한번걸리면 끝인데 예방은 그냥 동성애를 안하는게 예방이지뭐 인권존중? 지금도 너무 잘해주는데 폭행을하냐 뭘하냐,Gender,[8],"['1', '9']"
흠 그것자체가 매국노인건 아냐? 그라고 특이점도 최소 30년은 지나야 올것같더만.. 애초에 많은 사람 들이 살기 힘들어 한다면 그국가는 절대 선진국이 아니야,Age,[9],"['1', '9']"
너 내 거 먹고 싶어?,SEXUAL,[11],['1']
부처대갈통 저딴걸 왜 믿는거냐?미개한 놈들.,Religion,[6],['1']
여자는 벅지다 VS 골반이다,SEXUAL,[11],['1']
#@인간및인간집단.인물.정치인.남성# 룸싸롱 갈 필요 없긴 하겠다,SEXUAL,[11],['1']
게이 레즈라고 돼지도 좋아하냐? 하..,Gender,[8],['1']
오지랖은... 글고 솔직히 말해서 실제로 오바마 정도 수입한다고하면 웬만한 나라들은 쌍수들어 환영하겠다. 지들도 트럼프 당선되기 전까지는 조옷빠지게 빨았으면서.,profanity,[2],"['1', '9']"
개슬람이나 전라도나 도찐개찐,"Origin, Religion","[7, 6]",['1']
박수무당 쉐리... 꿈많은 한 소년의 인생짚밟고 한가족을 파괴하고 시키고 지는 살고 있나? 항문성교가 왜 에이즈 질병에 감염되는 취약한 구조라는걸 알게되었네요.. 그러니 동성애 강간 한번으로도 에이즈감염이 되어 영육이 죽게되는거였네요...ㅜㅜ,Gender,[8],"['1', '9']"
니네들 팩션 잘 골라라 지금 똥꼬충들 건드릴 시즌 아니다,Gender,[8],['1']
아니 그건 내가 미안하다고 했잖아,CENSURE,[1],['1']
나 여자들 홍콩가게 하는 거 잘해 ㅋㅋ,SEXUAL,[11],['1']
머가리 빻은년들 병신짓 하는건 상관 없는데 이거 국제망신 아니냐??,Appearance,[3],['1']
약오리 이새끼 씹 병신이네.,profanity,[2],['1']
중국공산주의 속국에서 벗어나야됩니다 나라 말아먹고있는 간첩 문죄인을 추방하여 자유대한민국을 바로 세웁시다!,Racism,[5],"['1', '9']"
내ㅏ볼땐 일베에 호모들이많은게 아니라 비정상적으로 풀발하는애들이 오히려 보슬아치면서 일베하는걸로 착각이드는데???ㅋㅋㅋ,Gender,[8],['1']
똑같은 성경을 갖고 설교해도 목사가 어떤 가치관을 갖고있냐에 따라 코에 걸면 코걸이 귀에 걸면 귀걸이,Religion,[6],"['1', '9']"
맞지 제작진 클라스 잘 보고 간다 ㅋㅋㅋ,CENSURE,[1],['1']
저놈들 기본적으로 종교전쟁을 치루고 있는 개슬람 종자들인데 받아 들이면 레알 헬게이트지.,"Racism, Religion","[5, 6]",['1']
씨발년 안그래도 저년 때문에 국내 짱깨랑 똥남아 유입 숫자 역대급으로 찍었는데 이제 개슬람새끼들도 모셔오려고 혈안이 되었음 천히의 매국노 보소 꼴페미년 씨발년,Racism,[5],"['1', '9']"
난 그러면 허영심 가득한 저능아들 같아서 별로던데,Disabled,[4],['1']
건설 노조 홍어들 때린건 잘했네,Origin,[7],['1']
족저근막염 있으면 슬리퍼 한번 신어봐,IMMORAL_NONE,[0],['1']
난 이슬람교도랑 러시아국민이랑은 절대 못 어울리겠더라.진짜 베이스부터 완전 다름.,Racism,[5],['1']
오늘 쟤를 먹으면 되니까 안주 시키지 말고 술만 시키자,SEXUAL,[11],['1']
"이건 트렌스젠더가아니라 복장도착증같은데,,,이정도는 요즘 전철에도 흔하다. 진짜 트렌스젠더는 너 진짜보면 질질,,,,,,",Gender,[8],['1']
조국이 마누라도 지잡대던데...ㅋㅋ 가슴아프겟다 ㅋㅋ,Education,[1],['1']
자한당 틀딱알바들 오늘도 열심히네,Age,[9],['9']
천사와 악마라는 구도가 병신인게 신이 전지전능해서 모든걸 창조했는데 사탄만은 어쩌지 못함ㅋㅋ,Religion,[6],['0']
전라도 + 대깨문 + 짱깨 + 조선족은 죽여도 돼,"Racism, Origin","[5, 7]","['5', '7']"
"기자야 핵심은 뭔줄 아냐? 남자로 입대해서 성전환 했으니 전역시킨게 핵심이지 뭔 되도 않는 사족 쳐 붙이면서 정당화 하고 자빠졌냐?? 그렇게 여군 기어가고 싶으면 다시 도전을 쳐 하던가 , 성전환 했으니 여군으로 돌려달라는게 더 어처구니 없는 고집아니냐?",Gender,[8],['8']
부정선거 타령하는 정신병자들이 없어져야 된다,Disabled,[4],['0']
빡대가리년 빵에서뼈를묻어라 노망난태극기부대늙은이들이지켜줄거다ㅋ,Age,[9],['9']
개념있는척 착한척 개극혐 바로 저새끼임 그리고 저새끼가 저러니깐 꼭 생각드는게 돈좀 벌드만 쓸데없는짓 하는거처럼 보이네 그냥 좆 찐따 병신이 꼬맹이들 대리고 노는것도 아니고 극혐,profanity,[2],['0']
ㅃㄹㅃㄹ 댓글 좆창남,profanity,[2],['1']
수구좌익 문종북이 리북으로 북송시켜야지.,CENSURE,[1],"['5', '7']"
오늘도 도서관 안가고 놀러가면 맞아 뒤진다,VIOLENCE,[10],"['1', '9']"
제이horse가 게이노. 아니땐 후장에 연기가 나겠노?,Gender,[8],['8']
근데 애초에 동남아가 외가인 애들한테서훌륭한 예술가나 학자가 나올까??내가 몇명 본 다문화 가정 애들은 전반적으로학업능력이 많이 떨어지는거 같은데 말야,Racism,[5],['5']
개슬람들이 유럽에서 계속 개지랄했음 좋게다... 백마년들 존나 강간하고 그래야... 한국 인권팔이 새끼들이 아닥하지..,"Racism, Religion","[5, 6]",['0']
쓰까 죽어 멍청한 좆병신들,profanity,[2],['1']
일베에서 히로시마원숭이 좆본짤도배되던시절이 그립다,Racism,[5],['0']
요즘 노래가 이게 노래냐 뭐라는지 하나도 모르겠네.,IMMORAL_NONE,[0],['1']
